expense_id,month,department,category,budget_amount,actual_amount,variance,variance_pct,status,notes
EXP-001283,2024-05,Quality Assurance,Equipment & Maintenance,5408.1,4999.02,-409.08,-7.56,Approved,
EXP-001284,2024-05,Quality Assurance,Professional Services,2346.99,2155.72,-191.27,-8.15,Approved,
EXP-001285,2024-05,Quality Assurance,Insurance,4376.39,4934.12,557.73,12.74,Requires Review,Variance exceeds threshold
EXP-001286,2024-05,Quality Assurance,Supplies,2788.25,2684.31,-103.94,-3.73,Approved,
EXP-001287,2024-05,Quality Assurance,Shipping & Freight,3818.9,3383.63,-435.27,-11.4,Approved,Variance exceeds threshold
EXP-001288,2024-05,Quality Assurance,Telecommunications,3869.37,3648.87,-220.51,-5.7,Approved,
EXP-001289,2024-05,Quality Assurance,Training,2974.73,2616.76,-357.97,-12.03,Approved,Variance exceeds threshold
EXP-001290,2024-05,Quality Assurance,R&D Materials,5277.51,5275.09,-2.42,-0.05,Approved,
EXP-001291,2024-05,Quality Assurance,Facility Maintenance,5209.32,5077.96,-131.36,-2.52,Approved,
EXP-001292,2024-05,Quality Assurance,Depreciation,3457.17,3548.61,91.44,2.64,Approved,
EXP-001293,2024-05,Customer Service,Salaries & Wages,61420.87,66405.89,4985.01,8.12,Approved,
EXP-001294,2024-05,Customer Service,Benefits,14982.18,12844.02,-2138.16,-14.27,Approved,Variance exceeds threshold
EXP-001295,2024-05,Customer Service,Office Rent,1664.06,1546.11,-117.95,-7.09,Approved,
EXP-001296,2024-05,Customer Service,Utilities,3088.27,3201.11,112.84,3.65,Approved,
EXP-001297,2024-05,Customer Service,Marketing & Advertising,1256.49,1245.01,-11.47,-0.91,Approved,
EXP-001298,2024-05,Customer Service,Travel & Entertainment,4876.05,4749.13,-126.92,-2.6,Approved,
EXP-001299,2024-05,Customer Service,Software & Licenses,2792.73,2450.82,-341.9,-12.24,Approved,Variance exceeds threshold
EXP-001300,2024-05,Customer Service,Equipment & Maintenance,4707.26,4809.35,102.09,2.17,Approved,
EXP-001301,2024-05,Customer Service,Professional Services,2879.89,2555.31,-324.58,-11.27,Approved,Variance exceeds threshold
EXP-001302,2024-05,Customer Service,Insurance,3062.15,3296.03,233.88,7.64,Approved,
EXP-001303,2024-05,Customer Service,Supplies,4378.8,4196.2,-182.6,-4.17,Approved,
EXP-001304,2024-05,Customer Service,Shipping & Freight,2500.11,2539.98,39.87,1.59,Approved,
EXP-001305,2024-05,Customer Service,Telecommunications,1879.85,2051.34,171.49,9.12,Approved,
EXP-001306,2024-05,Customer Service,Training,1388.63,1489.67,101.05,7.28,Approved,
EXP-001307,2024-05,Customer Service,R&D Materials,4192.82,4647.02,454.19,10.83,Requires Review,Variance exceeds threshold
EXP-001308,2024-05,Customer Service,Facility Maintenance,4819.83,4739.76,-80.07,-1.66,Approved,
EXP-001309,2024-05,Customer Service,Depreciation,3857.57,4376.98,519.41,13.46,Requires Review,Variance exceeds threshold
EXP-001310,2024-05,Finance,Salaries & Wages,87606.13,83643.62,-3962.51,-4.52,Approved,
EXP-001311,2024-05,Finance,Benefits,23445.83,20190.07,-3255.76,-13.89,Approved,Variance exceeds threshold
EXP-001312,2024-05,Finance,Office Rent,6905.0,6261.25,-643.74,-9.32,Approved,
EXP-001313,2024-05,Finance,Utilities,4860.5,4328.15,-532.35,-10.95,Approved,Variance exceeds threshold
EXP-001314,2024-05,Finance,Marketing & Advertising,5942.29,6269.83,327.54,5.51,Approved,
EXP-001315,2024-05,Finance,Travel & Entertainment,3409.76,3715.1,305.34,8.96,Approved,
EXP-001316,2024-05,Finance,Software & Licenses,1886.0,1676.37,-209.63,-11.12,Approved,Variance exceeds threshold
EXP-001317,2024-05,Finance,Equipment & Maintenance,2395.05,2620.95,225.9,9.43,Approved,
EXP-001318,2024-05,Finance,Professional Services,5142.07,4599.89,-542.18,-10.54,Approved,Variance exceeds threshold
EXP-001319,2024-05,Finance,Insurance,4364.47,4397.5,33.04,0.76,Approved,
EXP-001320,2024-05,Finance,Supplies,5330.59,4672.21,-658.38,-12.35,Approved,Variance exceeds threshold
EXP-001321,2024-05,Finance,Shipping & Freight,1458.74,1538.13,79.39,5.44,Approved,
EXP-001322,2024-05,Finance,Telecommunications,3109.69,3143.4,33.71,1.08,Approved,
EXP-001323,2024-05,Finance,Training,5694.23,5603.41,-90.82,-1.59,Approved,
EXP-001324,2024-05,Finance,R&D Materials,2026.28,2304.2,277.92,13.72,Requires Review,Variance exceeds threshold
EXP-001325,2024-05,Finance,Facility Maintenance,2626.85,2276.18,-350.67,-13.35,Approved,Variance exceeds threshold
EXP-001326,2024-05,Finance,Depreciation,5325.46,4606.12,-719.34,-13.51,Approved,Variance exceeds threshold
EXP-001327,2024-05,IT & Systems,Salaries & Wages,62299.09,60007.23,-2291.86,-3.68,Approved,
EXP-001328,2024-05,IT & Systems,Benefits,17067.53,16144.75,-922.78,-5.41,Approved,
EXP-001329,2024-05,IT & Systems,Office Rent,4252.81,3714.98,-537.83,-12.65,Approved,Variance exceeds threshold
EXP-001330,2024-05,IT & Systems,Utilities,3545.89,3415.75,-130.14,-3.67,Approved,
EXP-001331,2024-05,IT & Systems,Marketing & Advertising,3251.29,3401.81,150.51,4.63,Approved,
EXP-001332,2024-05,IT & Systems,Travel & Entertainment,4901.04,5634.12,733.08,14.96,Requires Review,Variance exceeds threshold
EXP-001333,2024-05,IT & Systems,Software & Licenses,1863.27,2065.28,202.01,10.84,Requires Review,Variance exceeds threshold
EXP-001334,2024-05,IT & Systems,Equipment & Maintenance,1403.94,1391.69,-12.25,-0.87,Approved,
EXP-001335,2024-05,IT & Systems,Professional Services,4848.92,4389.77,-459.15,-9.47,Approved,
EXP-001336,2024-05,IT & Systems,Insurance,3158.99,3113.42,-45.57,-1.44,Approved,
EXP-001337,2024-05,IT & Systems,Supplies,4643.49,4556.43,-87.06,-1.87,Approved,
EXP-001338,2024-05,IT & Systems,Shipping & Freight,4846.69,4734.36,-112.33,-2.32,Approved,
EXP-001339,2024-05,IT & Systems,Telecommunications,3945.34,4363.69,418.35,10.6,Requires Review,Variance exceeds threshold
EXP-001340,2024-05,IT & Systems,Training,4357.95,4059.78,-298.17,-6.84,Approved,
EXP-001341,2024-05,IT & Systems,R&D Materials,1141.99,1141.58,-0.41,-0.04,Approved,
EXP-001342,2024-05,IT & Systems,Facility Maintenance,4972.33,5306.16,333.83,6.71,Approved,
EXP-001343,2024-05,IT & Systems,Depreciation,3275.59,3409.54,133.94,4.09,Approved,
EXP-001344,2024-05,Legal & Compliance,Salaries & Wages,60432.86,61795.97,1363.11,2.26,Approved,
EXP-001345,2024-05,Legal & Compliance,Benefits,17576.51,18067.31,490.8,2.79,Approved,
EXP-001346,2024-05,Legal & Compliance,Office Rent,2019.97,1982.98,-36.98,-1.83,Approved,
EXP-001347,2024-05,Legal & Compliance,Utilities,1876.76,1834.84,-41.92,-2.23,Approved,
EXP-001348,2024-05,Legal & Compliance,Marketing & Advertising,1006.72,911.56,-95.16,-9.45,Approved,
EXP-001349,2024-05,Legal & Compliance,Travel & Entertainment,3907.31,3387.46,-519.85,-13.3,Approved,Variance exceeds threshold
EXP-001350,2024-05,Legal & Compliance,Software & Licenses,2297.19,2587.12,289.92,12.62,Requires Review,Variance exceeds threshold
EXP-001351,2024-05,Legal & Compliance,Equipment & Maintenance,1840.64,1650.93,-189.71,-10.31,Approved,Variance exceeds threshold
EXP-001352,2024-05,Legal & Compliance,Professional Services,3916.93,4377.28,460.35,11.75,Requires Review,Variance exceeds threshold
EXP-001353,2024-05,Legal & Compliance,Insurance,4724.23,4590.05,-134.17,-2.84,Approved,
EXP-001354,2024-05,Legal & Compliance,Supplies,3306.71,3190.71,-116.0,-3.51,Approved,
EXP-001355,2024-05,Legal & Compliance,Shipping & Freight,1597.7,1834.46,236.76,14.82,Requires Review,Variance exceeds threshold
EXP-001356,2024-05,Legal & Compliance,Telecommunications,4310.27,4312.52,2.26,0.05,Approved,
EXP-001357,2024-05,Legal & Compliance,Training,2853.16,2427.61,-425.54,-14.91,Approved,Variance exceeds threshold
EXP-001358,2024-05,Legal & Compliance,R&D Materials,3355.97,3502.63,146.66,4.37,Approved,
EXP-001359,2024-05,Legal & Compliance,Facility Maintenance,4834.74,4441.87,-392.86,-8.13,Approved,
EXP-001360,2024-05,Legal & Compliance,Depreciation,2078.88,1904.76,-174.11,-8.38,Approved,
EXP-001361,2024-06,Executive Leadership,Salaries & Wages,134905.76,138026.53,3120.77,2.31,Approved,
EXP-001362,2024-06,Executive Leadership,Benefits,29444.35,27923.57,-1520.77,-5.16,Approved,
EXP-001363,2024-06,Executive Leadership,Office Rent,4031.43,4578.21,546.78,13.56,Requires Review,Variance exceeds threshold
EXP-001364,2024-06,Executive Leadership,Utilities,4385.25,4615.5,230.24,5.25,Approved,
EXP-001365,2024-06,Executive Leadership,Marketing & Advertising,4250.18,4660.43,410.25,9.65,Approved,
EXP-001366,2024-06,Executive Leadership,Travel & Entertainment,20123.58,23097.05,2973.47,14.78,Requires Review,Variance exceeds threshold
EXP-001367,2024-06,Executive Leadership,Software & Licenses,9754.44,9123.84,-630.6,-6.46,Approved,
EXP-001368,2024-06,Executive Leadership,Equipment & Maintenance,2276.44,2513.91,237.47,10.43,Requires Review,Variance exceeds threshold
EXP-001369,2024-06,Executive Leadership,Professional Services,6892.79,6187.49,-705.3,-10.23,Approved,Variance exceeds threshold
EXP-001370,2024-06,Executive Leadership,Insurance,4666.46,5290.07,623.61,13.36,Requires Review,Variance exceeds threshold
EXP-001371,2024-06,Executive Leadership,Supplies,9049.8,8317.33,-732.47,-8.09,Approved,
EXP-001372,2024-06,Executive Leadership,Shipping & Freight,5111.3,4371.02,-740.28,-14.48,Approved,Variance exceeds threshold
EXP-001373,2024-06,Executive Leadership,Telecommunications,6890.63,7529.66,639.03,9.27,Approved,
EXP-001374,2024-06,Executive Leadership,Training,4548.21,4199.97,-348.24,-7.66,Approved,
EXP-001375,2024-06,Executive Leadership,R&D Materials,10304.23,9257.09,-1047.14,-10.16,Approved,Variance exceeds threshold
EXP-001376,2024-06,Executive Leadership,Facility Maintenance,7360.36,7906.4,546.03,7.42,Approved,
EXP-001377,2024-06,Executive Leadership,Depreciation,10437.43,9681.32,-756.1,-7.24,Approved,
EXP-001378,2024-06,Human Resources,Salaries & Wages,60586.5,68221.27,7634.77,12.6,Requires Review,Variance exceeds threshold
EXP-001379,2024-06,Human Resources,Benefits,16374.83,16831.5,456.68,2.79,Approved,
EXP-001380,2024-06,Human Resources,Office Rent,1757.77,1543.55,-214.22,-12.19,Approved,Variance exceeds threshold
EXP-001381,2024-06,Human Resources,Utilities,1519.08,1605.02,85.94,5.66,Approved,
EXP-001382,2024-06,Human Resources,Marketing & Advertising,2934.64,3321.6,386.96,13.19,Requires Review,Variance exceeds threshold
EXP-001383,2024-06,Human Resources,Travel & Entertainment,1119.65,1170.49,50.84,4.54,Approved,
EXP-001384,2024-06,Human Resources,Software & Licenses,1034.4,1151.8,117.4,11.35,Requires Review,Variance exceeds threshold
EXP-001385,2024-06,Human Resources,Equipment & Maintenance,2897.22,2857.95,-39.26,-1.36,Approved,
EXP-001386,2024-06,Human Resources,Professional Services,2290.8,2362.04,71.24,3.11,Approved,
EXP-001387,2024-06,Human Resources,Insurance,3672.1,3790.52,118.42,3.22,Approved,
EXP-001388,2024-06,Human Resources,Supplies,2511.92,2189.02,-322.9,-12.85,Approved,Variance exceeds threshold
EXP-001389,2024-06,Human Resources,Shipping & Freight,4569.42,4389.47,-179.94,-3.94,Approved,
EXP-001390,2024-06,Human Resources,Telecommunications,3517.78,3214.88,-302.89,-8.61,Approved,
EXP-001391,2024-06,Human Resources,Training,4690.3,4569.35,-120.95,-2.58,Approved,
EXP-001392,2024-06,Human Resources,R&D Materials,3289.85,3199.21,-90.64,-2.76,Approved,
EXP-001393,2024-06,Human Resources,Facility Maintenance,3888.2,3634.76,-253.43,-6.52,Approved,
EXP-001394,2024-06,Human Resources,Depreciation,3093.41,3130.33,36.92,1.19,Approved,
EXP-001395,2024-06,Sales & Marketing,Salaries & Wages,206282.47,181281.11,-25001.36,-12.12,Approved,Variance exceeds threshold
EXP-001396,2024-06,Sales & Marketing,Benefits,46455.28,48223.05,1767.77,3.81,Approved,
EXP-001397,2024-06,Sales & Marketing,Office Rent,9372.35,10694.35,1322.01,14.11,Requires Review,Variance exceeds threshold
EXP-001398,2024-06,Sales & Marketing,Utilities,4443.99,4505.22,61.23,1.38,Approved,
EXP-001399,2024-06,Sales & Marketing,Marketing & Advertising,63980.5,60505.95,-3474.55,-5.43,Approved,
EXP-001400,2024-06,Sales & Marketing,Travel & Entertainment,17724.31,16631.76,-1092.54,-6.16,Approved,
EXP-001401,2024-06,Sales & Marketing,Software & Licenses,12556.01,10928.71,-1627.29,-12.96,Approved,Variance exceeds threshold
EXP-001402,2024-06,Sales & Marketing,Equipment & Maintenance,13431.62,12766.62,-665.0,-4.95,Approved,
EXP-001403,2024-06,Sales & Marketing,Professional Services,3597.1,3438.99,-158.11,-4.4,Approved,
EXP-001404,2024-06,Sales & Marketing,Insurance,4264.69,4623.43,358.74,8.41,Approved,
EXP-001405,2024-06,Sales & Marketing,Supplies,10411.07,9239.6,-1171.48,-11.25,Approved,Variance exceeds threshold
EXP-001406,2024-06,Sales & Marketing,Shipping & Freight,15039.88,16500.43,1460.55,9.71,Approved,
EXP-001407,2024-06,Sales & Marketing,Telecommunications,7535.67,6830.4,-705.27,-9.36,Approved,
EXP-001408,2024-06,Sales & Marketing,Training,6934.83,7900.26,965.43,13.92,Requires Review,Variance exceeds threshold
EXP-001409,2024-06,Sales & Marketing,R&D Materials,6158.8,6250.73,91.93,1.49,Approved,
EXP-001410,2024-06,Sales & Marketing,Facility Maintenance,4443.89,4398.54,-45.35,-1.02,Approved,
EXP-001411,2024-06,Sales & Marketing,Depreciation,14345.41,14430.22,84.82,0.59,Approved,
EXP-001412,2024-06,Product Development,Salaries & Wages,267940.07,243812.02,-24128.05,-9.01,Approved,
EXP-001413,2024-06,Product Development,Benefits,71895.76,81201.31,9305.55,12.94,Requires Review,Variance exceeds threshold
EXP-001414,2024-06,Product Development,Office Rent,9284.33,8829.47,-454.85,-4.9,Approved,
EXP-001415,2024-06,Product Development,Utilities,16139.25,15626.37,-512.88,-3.18,Approved,
EXP-001416,2024-06,Product Development,Marketing & Advertising,5814.02,6547.57,733.55,12.62,Requires Review,Variance exceeds threshold
EXP-001417,2024-06,Product Development,Travel & Entertainment,11849.25,12977.79,1128.55,9.52,Approved,
EXP-001418,2024-06,Product Development,Software & Licenses,16631.27,15724.19,-907.08,-5.45,Approved,
EXP-001419,2024-06,Product Development,Equipment & Maintenance,7608.24,7075.39,-532.85,-7.0,Approved,
EXP-001420,2024-06,Product Development,Professional Services,13082.3,13070.47,-11.83,-0.09,Approved,
EXP-001421,2024-06,Product Development,Insurance,12142.37,11706.58,-435.8,-3.59,Approved,
EXP-001422,2024-06,Product Development,Supplies,7126.28,7302.2,175.92,2.47,Approved,
EXP-001423,2024-06,Product Development,Shipping & Freight,17318.24,16338.99,-979.24,-5.65,Approved,
EXP-001424,2024-06,Product Development,Telecommunications,14235.16,15632.57,1397.41,9.82,Approved,
EXP-001425,2024-06,Product Development,Training,11024.78,12061.31,1036.53,9.4,Approved,
EXP-001426,2024-06,Product Development,R&D Materials,37804.63,42274.67,4470.04,11.82,Requires Review,Variance exceeds threshold
EXP-001427,2024-06,Product Development,Facility Maintenance,11506.68,10977.66,-529.02,-4.6,Approved,
EXP-001428,2024-06,Product Development,Depreciation,19458.28,17534.6,-1923.67,-9.89,Approved,
EXP-001429,2024-06,Manufacturing,Salaries & Wages,220951.14,203251.24,-17699.9,-8.01,Approved,
EXP-001430,2024-06,Manufacturing,Benefits,57478.55,50726.93,-6751.62,-11.75,Approved,Variance exceeds threshold
EXP-001431,2024-06,Manufacturing,Office Rent,17950.02,17413.14,-536.88,-2.99,Approved,
EXP-001432,2024-06,Manufacturing,Utilities,16188.0,14491.9,-1696.09,-10.48,Approved,Variance exceeds threshold
EXP-001433,2024-06,Manufacturing,Marketing & Advertising,12087.36,13632.15,1544.79,12.78,Requires Review,Variance exceeds threshold
EXP-001434,2024-06,Manufacturing,Travel & Entertainment,4400.87,4376.28,-24.59,-0.56,Approved,
EXP-001435,2024-06,Manufacturing,Software & Licenses,7202.51,8195.04,992.52,13.78,Requires Review,Variance exceeds threshold
EXP-001436,2024-06,Manufacturing,Equipment & Maintenance,9752.23,8424.43,-1327.8,-13.62,Approved,Variance exceeds threshold
EXP-001437,2024-06,Manufacturing,Professional Services,8917.8,7696.52,-1221.27,-13.69,Approved,Variance exceeds threshold
EXP-001438,2024-06,Manufacturing,Insurance,7075.52,7254.81,179.28,2.53,Approved,
EXP-001439,2024-06,Manufacturing,Supplies,18083.97,15408.96,-2675.01,-14.79,Approved,Variance exceeds threshold
EXP-001440,2024-06,Manufacturing,Shipping & Freight,13451.02,13172.11,-278.91,-2.07,Approved,
EXP-001441,2024-06,Manufacturing,Telecommunications,9286.97,9483.92,196.95,2.12,Approved,
EXP-001442,2024-06,Manufacturing,Training,12930.77,12554.64,-376.13,-2.91,Approved,
EXP-001443,2024-06,Manufacturing,R&D Materials,13483.37,15263.1,1779.73,13.2,Requires Review,Variance exceeds threshold
EXP-001444,2024-06,Manufacturing,Facility Maintenance,9567.41,10362.19,794.78,8.31,Approved,
EXP-001445,2024-06,Manufacturing,Depreciation,14669.2,15884.29,1215.09,8.28,Approved,
EXP-001446,2024-06,Quality Assurance,Salaries & Wages,67536.7,67108.13,-428.58,-0.63,Approved,
EXP-001447,2024-06,Quality Assurance,Benefits,16970.94,18189.0,1218.06,7.18,Approved,
EXP-001448,2024-06,Quality Assurance,Office Rent,3330.64,2986.92,-343.72,-10.32,Approved,Variance exceeds threshold
EXP-001449,2024-06,Quality Assurance,Utilities,4022.64,3596.83,-425.81,-10.59,Approved,Variance exceeds threshold
EXP-001450,2024-06,Quality Assurance,Marketing & Advertising,2424.47,2552.55,128.08,5.28,Approved,
EXP-001451,2024-06,Quality Assurance,Travel & Entertainment,2816.12,2636.13,-179.99,-6.39,Approved,
EXP-001452,2024-06,Quality Assurance,Software & Licenses,3150.64,2693.07,-457.57,-14.52,Approved,Variance exceeds threshold
EXP-001453,2024-06,Quality Assurance,Equipment & Maintenance,4221.85,4515.22,293.37,6.95,Approved,
EXP-001454,2024-06,Quality Assurance,Professional Services,4339.79,4702.71,362.92,8.36,Approved,
EXP-001455,2024-06,Quality Assurance,Insurance,4310.44,4312.61,2.17,0.05,Approved,
EXP-001456,2024-06,Quality Assurance,Supplies,2325.75,2391.68,65.92,2.83,Approved,
EXP-001457,2024-06,Quality Assurance,Shipping & Freight,2429.57,2440.81,11.24,0.46,Approved,
EXP-001458,2024-06,Quality Assurance,Telecommunications,3065.1,3400.6,335.5,10.95,Requires Review,Variance exceeds threshold
EXP-001459,2024-06,Quality Assurance,Training,2732.76,2614.96,-117.8,-4.31,Approved,
EXP-001460,2024-06,Quality Assurance,R&D Materials,3607.11,4087.72,480.61,13.32,Requires Review,Variance exceeds threshold
EXP-001461,2024-06,Quality Assurance,Facility Maintenance,1605.9,1371.35,-234.56,-14.61,Approved,Variance exceeds threshold
EXP-001462,2024-06,Quality Assurance,Depreciation,2421.23,2721.15,299.91,12.39,Requires Review,Variance exceeds threshold
